text,Autism_Diagnosis
I eat similar foods regularly. group settings make me anxious. group settings make me anxious. i'm working on this.,0
Concerts and parties are fun. i enjoy socializing with people. matter him off rock trade he war.,0
Eye contact feels natural. concerts and parties are fun. it depends on my mood.,0
I don't always read facial expressions well. it depends on my mood.,1
I don't always read facial expressions well. my friend says this is normal.,1
Meeting new people excites me. i'm working on this.,0
I organize my things carefully.,1
I often struggle with eye contact... certain sounds really irritate me... loud noises bother me... i'm working on this...,1
I like knowing what to expect. i'm working on this.,0
Loud noises bother me... certain sounds really irritate me... conversations can be confusing... i'm working on this...,1
Certain sounds really irritate me. i've noticed this for a while.,0
I eat similar foods regularly. i often struggle with eye contact. i'm working on this.,1
I sometimes miss social cues. people say i'm very literal. i organize my things carefully. i've noticed this for a while.,1
Eye contact feels natural. i usually understand sarcasm.,0
I like knowin' what to expect. changes to my schedule upset me.,1
I adapt well to new situations. it depends on my mood.,0
Meeting new people excites me. i'm working on this.,0
I like knowing what to expect. changes to my schedule upset me. certain sounds really irritate me. i've noticed this for a while.,1
I really enjoy talking about my interests... bright lights can be painful... state security story physical window force suggest...,0
I eat similar foods regularly. i don't always read facial expressions well. i've noticed this for a while.,1
I sometimes miss social cues. i sometimes don't get jokes right away. my friend says this is normal.,1
I like knowing what to expect. i'm working on this.,1
I often struggle with eye contact. i'm working on this.,1
Concerts and parties are fun. i've noticed this for a while.,0
I'm flexible with my schedule. i like trying new restaurants. it depends on my mood.,0
I like knowin' what to expect. modern relate picture instead society conference per.,0
Meeting new people excites me. production home land husband reason network sometimes read.,1
I like tryin' new restaurants. eye contact feels natural. it depends on my mood.,0
Concerts and parties are fun. different textures don't bother me. it depends on my mood.,0
I usually understand sarcasm. i'm flexible with my schedule. i'm working on this.,1
Making friends feels challenging sometimes. some clothing textures feel uncomfortable. i sometimes don't get jokes right away. it depends on my mood.,1
Concerts and parties are fun. i'm working on this.,0
I like trying new restaurants. it depends on my mood.,0
Strong smells sometimes make me nauseous. bright lights can be painful. i've noticed this for a while.,1
Different textures don't bother me. i enjoy socializing with people. it depends on my mood.,0
I enjoy socializing with people. social attorney use wear toward deep.,0
I'm flexible with my schedule. my family member says this is normal.,0
I'm flexible with my schedule. born still read.,0
People say i'm very literal. i've noticed this for a while.,1
Changes to my schedule upset me. group settings make me anxious. population scientist exactly move.,1
Group settings make me anxious. strong smells sumtimes make me nauseous. strong smells sumtimes make me nauseous. i'm workin' on this.,0
People say i'm very literal. i'm working on this.,1
Meeting new people excites me. i usually understand sarcasm. my friend says this is normal.,0
Meeting new people excites me. concerts and parties are fun.,0
I'm okay with last-minute changes. i'm okay with last-minute changes. i've noticed this for a while.,0
I like trying new restaurants. my colleague says this is normal.,0
I like trying new restaurants. so across lose security.,0
I adapt well to new situations. my family member says this is normal.,0
I organize my thingz carefully... i organize my thingz carefully... my friend says this is normal...,1
I'm flexible with my schedule. i'm working on this.,0
Bright lights can be painful. democratic face traditional seat debate imagine guess physical.,0
People say i'm very literal. i'm working on this.,1
Strong smells sometimes make me nauseous. changes to my schedule upset me. some clothing textures feel uncomfortable. apply cell force enter.,1
I like knowing what to expect. it depends on my mood.,1
I often struggle with eye contact. group settings make me anxious. it depends on my mood.,1
I'm flexible with my schedule. i'm working on this.,0
Loud noises bother me. i'm workin' on this.,0
I enjoy socializin' with people.,0
I enjoy socializing with people. i like trying new restaurants. it depends on my mood.,0
Eye contact feels natural. i'm workin' on this.,0
I like knowing what to expect.,1
I often struggle with eye contact.,1
I enjoy socializing with people. i adapt well to new situations. i'm working on this.,1
I like knowing what to expect. bright lights can be painful.,1
Changes to my schedule upset me. i've noticed this for a while.,0
I usually understand sarcasm. i'm flexible with my schedule. my family member says this is normal.,1
Some clothin' textures feel uncomfortable. i like knowin' what to expect. people say i'm very literal.,1
People say i'm very literal. some clothing textures feel uncomfortable. i really enjoy talking about my interests.,1
Meetin' new people excites me. different textures don't bother me. product above century international manager hit there.,0
I enjoy socializing with people. meeting new people excites me. my family member says this is normal.,0
I often struggle with eye contact. making friends feels challenging sometimes. i'm working on this.,1
I prefer sticking to my routines. i'm working on this.,1
Eye contact feels natural. i like trying new restaurants. my perform actually son.,0
Eye contact feels natural. i like tryin' new restaurants. my family member says this is normal.,0
Concerts and parties are fun. different textures don't bother me. my friend says this is normal.,1
Eye contact feels natural. i usually understand sarcasm. sort happen talk huge.,0
I usually understand sarcasm. my family member says this is normal.,0
Strong smells sometimes make me nauseous. making friends feels challenging sometimes. changes to my schedule upset me. i've noticed this for a while.,1
I eat similar foods regularly. loud noises bother me. changes to my schedule upset me.,1
I often struggle with eye contact. some clothing textures feel uncomfortable. changes to my schedule upset me. it depends on my mood.,1
Different textures don't bother me.,0
I adapt well to new situations. different textures don't bother me.,0
I usually understand sarcasm. it depends on my mood.,1
Changes to my schedule upset me. i don't always read facial expressions well. i organize my things carefully. remain them participant listen staff process.,1
Group settings make me anxious. i've noticed this for a while.,1
Loud noises bother me. i like knowing what to expect. some clothing textures feel uncomfortable. study home security baby gun article small.,0
I'm okay with last-minute changes. i'm flexible with my schedule. i've noticed this for a while.,0
Certain sounds really irritate me.,1
Meeting new people excites me. i've noticed this for a while.,0
I prefer quiet time alone. i organize my things carefully.,1
I'm okay with last-minute changes. meeting new people excites me. i'm working on this.,0
I eat similar foods regularly. i'm working on this.,0
Eye contact feels natural. i like trying new restaurants. i'm working on this.,0
Conversations can be confusing. my friend says this is normal.,1
Certain sounds really irritate me. loud noises bother me. i like knowing what to expect. ever exactly just once land.,1
I like trying new restaurants... i'm working on this...,0
Making friends feels challenging sometimes. i sometimes miss social cues. i'm working on this.,0
Making friends feels challenging sometimes. i don't always read facial expressions well. my friend says this is normal.,1
Concerts and parties are fun. i'm flexible with my schedule. i'm working on this.,0
I like trying new restaurants. meeting new people excites me. i'm working on this.,0
Conversations can be confusing... bright lights can be painful... i eat similar foods regularly... i'm workin' on this...,1
I adapt well to new situations. i like trying new restaurants. material quite body thing look hospital cost cause.,0
I'm okay with last-minute changes. concerts and parties are fun. i'm working on this.,0
I enjoy socializing with people. my friend says this is normal.,0
I often struggle with eye contact.,1
I don't always read facial expressions well. i've noticed this for a while.,1
Concerts and parties are fun.,0
I usually understand sarcasm. i enjoy socializing with people. my colleague says this is normal.,0
Eye contact feels natural. it depends on my mood.,0
Concerts and parties are fun. wall management expect training in.,0
I sometimes miss social cues. loud noises bother me. people say i'm very literal.,1
I don't always read facial expressions well. making friends feels challenging sometimes. i don't always read facial expressions well.,0
Conversations can be confusing. some clothing textures feel uncomfortable. certain sounds really irritate me. represent development establish service.,1
I like trying new restaurants.,0
Group settings make me anxious. loud noises bother me. i'm working on this.,1
I enjoy socializing with people. new type something difference century.,0
Loud noises bother me. bright lights can be painful. happy business pretty look sell also exactly.,1
Making friends feels challenging sometimes. some clothing textures feel uncomfortable. i'm working on this.,1
I prefer sticking to my routines. group settings make me anxious. i'm working on this.,1
Strong smells sometimes make me nauseous.,0
Changes to my schedule upset me.,1
Certain sounds really irritate me. making friends feels challenging sometimes. people say i'm very literal. i've noticed this for a while.,1
Group settings make me anxious. certain sounds really irritate me. it depends on my mood.,0
I like knowin' what to expect. changes to my schedule upset me.,1
I prefer sticking to my routines.,0
Meetin' new people excites me.,0
People say i'm very literal. group settings make me anxious. i'm workin' on this.,1
I usually understand sarcasm. i'm working on this.,0
Bright lights can be painful. i prefer quiet time alone. i prefer sticking to my routines. have listen generation company.,1
Group settings make me anxious. i like knowing what to expect. my family member says this is normal.,0
Conversations can be confusing. i like knowing what to expect. i prefer sticking to my routines.,1
Certain sounds really irritate me. some clothing textures feel uncomfortable. be bank event measure senior.,1
I often struggle with eye contact. i've noticed this for a while.,1
Some clothing textures feel uncomfortable. i organize my things carefully. changes to my schedule upset me. it depends on my mood.,1
I like knowing what to expect. i've noticed this for a while.,0
I usually understand sarcasm. meeting new people excites me. i'm working on this.,0
I eat similar foods regularly. i'm working on this.,1
I'm okay with last-minute changes.,0
Concerts and parties are fun. i usually understand sarcasm.,0
Different textures don't bother me. i like trying new restaurants. it depends on my mood.,0
People say i'm very literal. my friend says this is normal.,0
I like trying new restaurants. i like trying new restaurants. i've noticed this for a while.,0
I adapt well to new situations. i'm flexible with my schedule. i've noticed this for a while.,0
Concerts and parties are fun. meeting new people excites me. school at threat player risk middle state.,1
People say i'm very literal. i sometimes don't get jokes right away. i'm working on this.,1
Strong smells sometimes make me nauseous. i really enjoy talking about my interests. some clothing textures feel uncomfortable. i've noticed this for a while.,1
Meeting new people excites me. i'm working on this.,1
Some clothing textures feel uncomfortable. loud noises bother me. it depends on my mood.,1
Bright lights can be painful. conversations can be confusing. product time lot despite treat tell cause feel.,1
Concerts and parties are fun. total there defense and.,0
I really enjoy talking about my interests.,1
People say i'm very literal. relationship marriage realize that understand inside.,1
Group settings make me anxious. conversations can be confusing. conversations can be confusing. i'm working on this.,1
I like trying new restaurants. kitchen deal small partner would.,0
Group settings make me anxious. i often struggle with eye contact. strong smells sometimes make me nauseous. i've noticed this for a while.,1
Concerts and parties are fun. i adapt well to new situations. fire central several benefit behind.,0
Making friends feels challenging sometimes. loud noises bother me. car discuss market now walk.,0
I enjoy socializing with people. i enjoy socializing with people. i'm working on this.,1
I often struggle with eye contact. loud noises bother me. i really enjoy talking about my interests. i'm working on this.,1
Group settings make me anxious. bright lights can be painful.,1
Making friends feels challenging sometimes. i sometimes miss social cues. my colleague says this is normal.,1
Some clothing textures feel uncomfortable. certain sounds really irritate me. bright lights can be painful.,1
Meeting new people excites me. i'm okay with last-minute changes. i'm working on this.,0
People say i'm very literal. i often struggle with eye contact. making friends feels challenging sometimes.,1
Some clothing textures feel uncomfortable. people say i'm very literal. my family member says this is normal.,0
Bright lights can be painful. my friend says this is normal.,0
Eye contact feels natural. i've noticed this for a while.,0
I usually understand sarcasm.,0
I really enjoy talking about my interests. i like knowing what to expect.,1
I usually understand sarcasm. i adapt well to new situations. it depends on my mood.,1
People say i'm very literal. i prefer sticking to my routines.,1
I'm flexible with my schedule. my friend says this is normal.,0
I'm okay with last-minute changes. i'm okay with last-minute changes. go quite later response hear toward.,0
I really enjoy talking about my interests. i really enjoy talking about my interests. making friends feels challenging sometimes. i'm working on this.,1
People say i'm very literal. strong smells sometimes make me nauseous. i'm working on this.,1
I don't always read facial expressions well. i eat similar foods regularly. i sometimes miss social cues.,1
I don't always read facial expressions well. it depends on my mood.,1
Some clothing textures feel uncomfortable. tend firm political item take thousand certain.,1
I sometimes don't get jokes right away. strong smells sometimes make me nauseous. it depends on my mood.,1
I'm flexible with my schedule. i like trying new restaurants. i've noticed this for a while.,1
Some clothing textures feel uncomfortable. i'm working on this.,1
I'm flexible with my schedule. i adapt well to new situations. vote local price car live new hotel next.,1
I often struggle with eye contact. i eat similar foods regularly. it depends on my mood.,1
Loud noises bother me. some clothing textures feel uncomfortable.,1
Different textures don't bother me. i've noticed this for a while.,0
Strong smells sometimes make me nauseous. i don't always read facial expressions well. i've noticed this for a while.,1
I organize my things carefully. i'm working on this.,1
I enjoy socializing with people. i enjoy socializing with people. my family member says this is normal.,0
Group settings make me anxious. changes to my schedule upset me. i really enjoy talking about my interests. i've noticed this for a while.,1
Some clothing textures feel uncomfortable... people say i'm very literal... i'm working on this...,1
I prefer quiet time alone. i've noticed this for a while.,1
Changes to my schedule upset me. i really enjoy talking about my interests. changes to my schedule upset me. it depends on my mood.,1
Group settings make me anxious. strong smells sumtimes make me nauseous. my family member says this is normal.,1
Different textures don't bother me. it depends on my mood.,0
I'm okay with last-minute changes. different textures don't bother me. it depends on my mood.,0
Changes to my schedule upset me. i sometimes don't get jokes right away. my family member says this is normal.,1
Different textures don't bother me. my friend says this is normal.,0
Concerts and parties are fun. human cut generation note year.,0
I sometimes miss social cues. i'm working on this.,1
Eye contact feels natural. heart drop hit eight.,1
Group settings make me anxious. people say i'm very literal. i often struggle with eye contact. early movie school western.,0
People say i'm very literal. i've noticed this for a while.,1
I eat similar foods regularly. i organize my things carefully. i really enjoy talking about my interests. it depends on my mood.,1
I prefer quiet time alone. my family member says this is normal.,1
I don't always read facial expressions well. group settings make me anxious. changes to my schedule upset me. it depends on my mood.,1
I usually understand sarcasm. i enjoy socializing with people.,0
Making friends feels challenging sometimes. i've noticed this for a while.,1
I like trying new restaurants. i adapt well to new situations. my family member says this is normal.,0
I like trying new restaurants... i usually understand sarcasm... i've noticed this for a while...,0
I prefer quiet time alone. i sometimes miss social cues.,1
Different textures don't bother me. than house entire next expert manager leader.,0
I enjoy socializing with people. concerts and parties are fun. i've noticed this for a while.,0
Concerts and parties are fun. again sort conference leader plant.,0
I'm okay with last-minute changes. eye contact feels natural. my family member says this is normal.,1
Eye contact feels natural. i'm flexible with my schedule. my family member says this is normal.,1
Certain sounds really irritate me. i don't always read facial expressions well. changes to my schedule upset me. i'm working on this.,1
I'm okay with last-minute changes. meetin' new people excites me. i've noticed this for a while.,0
Bright lights can be painful. bright lights can be painful. it depends on my mood.,1
People say i'm very literal. i don't always read facial expressions well. i eat similar foods regularly. edge media respond early half again authority.,1
Loud noises bother me. i've noticed this for a while.,0
I'm flexible with my schedule. concerts and parties are fun. yourself thousand voice technology certainly great country become.,0
I organize my things carefully. group settings make me anxious. loud noises bother me. wear wonder decade computer do politics.,1
I like trying new restaurants. i've noticed this for a while.,0
Strong smells sometimes make me nauseous. strong smells sometimes make me nauseous. i've noticed this for a while.,1
Bright lights can be painful. my family member says this is normal.,1
I sometimes don't get jokes right away. changes to my schedule upset me. it depends on my mood.,1
I don't always read facial expressions well. group settings make me anxious. it depends on my mood.,1
Eye contact feels natural. it depends on my mood.,0
Some clothing textures feel uncomfortable. strong smells sometimes make me nauseous. my friend says this is normal.,1
I sometimes miss social cues. i often struggle with eye contact. certain sounds really irritate me. i'm working on this.,1
I enjoy socializing with people. my colleague says this is normal.,0
I'm okay with last-minute changes. my colleague says this is normal.,0
Conversations can be confusing. i really enjoy talking about my interests. it depends on my mood.,0
I really enjoy talking about my interests. group settings make me anxious. certain sounds really irritate me.,1
Loud noises bother me. i'm working on this.,1
I like knowing what to expect. bright lights can be painful. my colleague says this is normal.,0
I like trying new restaurants. i usually understand sarcasm. i'm working on this.,0
I'm flexible with my schedule. it depends on my mood.,0
Meeting new people excites me. i enjoy socializing with people. i've noticed this for a while.,1
I'm flexible with my schedule. i enjoy socializing with people. it depends on my mood.,0
Meetin' new people excites me. i'm flexible with my schedule.,0
I adapt well to new situations. i've noticed this for a while.,0
Some clothing textures feel uncomfortable. making friends feels challenging sometimes. my colleague says this is normal.,1
Changes to my schedule upset me. i've noticed this for a while.,1
Concerts and parties are fun.,0
Some clothing textures feel uncomfortable. i often struggle with eye contact.,0
I adapt well to new situations. i've noticed this for a while.,0
I usually understand sarcasm. it depends on my mood.,0
Meeting new people excites me. blood itself nearly focus.,0
Changes to my schedule upset me. i sometimes don't get jokes right away. i've noticed this for a while.,1
Eye contact feels natural. i like trying new restaurants.,0
I like trying new restaurants...,0
I enjoy socializing with people. i like trying new restaurants. i'm working on this.,0
Meeting new people excites me... it depends on my mood...,0
I'm okay with last-minute changes. i enjoy socializing with people. it depends on my mood.,1
Certain sounds really irritate me.,0
I adapt well to new situations.,1
Group settings make me anxious. i often struggle with eye contact. my colleague says this is normal.,0
I don't always read facial expressions well. i'm working on this.,1
I enjoy socializing with people. i'm working on this.,1
I like trying new restaurants. it depends on my mood.,0
I prefer sticking to my routines. i sometimes don't get jokes right away. i prefer sticking to my routines. amount remember congress with.,1
I enjoy socializing with people. i've noticed this for a while.,0
I'm okay with last-minute changes. i'm working on this.,0
Conversations can be confusing... i really enjoy talking about my interests... group settings make me anxious... southern dark past blood...,0
I'm flexible with my schedule. my family member says this is normal.,1
Making friends feels challenging sometimes. i don't always read facial expressions well. it depends on my mood.,1
I like trying new restaurants. meeting new people excites me. i'm working on this.,0
Different textures don't bother me. my colleague says this is normal.,0
I eat similar foods regularly. i've noticed this for a while.,1
Some clothing textures feel uncomfortable. my colleague says this is normal.,1
I'm flexible with my schedule. concerts and parties are fun. it depends on my mood.,0
I organize my things carefully. group settings make me anxious. loud noises bother me. my colleague says this is normal.,1
Group settings make me anxious. my friend says this is normal.,1
Certain sounds really irritate me. my friend says this is normal.,1
Conversations can be confusing. i really enjoy talking about my interests. i sometimes don't get jokes right away.,1
Strong smells sometimes make me nauseous. it depends on my mood.,1
I'm okay with last-minute changes. check view establish quite.,0
I organize my thingz carefully. it depends on my mood.,1
Meeting new people excites me. coach official right front begin a.,0
I adapt well to new situations. different textures don't bother me. i've noticed this for a while.,0
I don't always read facial expressions well. some clothing textures feel uncomfortable. changes to my schedule upset me. i'm working on this.,1
I like trying new restaurants. it depends on my mood.,0
Meeting new people excites me. my friend says this is normal.,0
Meeting new people excites me. without four respond industry analysis.,0
Strong smells sometimes make me nauseous. i really enjoy talking about my interests. i often struggle with eye contact. i've noticed this for a while.,1
I usually understand sarcasm. my colleague says this is normal.,0
I don't always read facial expressions well. it depends on my mood.,1
Eye contact feels natural. i'm working on this.,1
I sometimes miss social cues. i've noticed this for a while.,1
People say i'm very literal. i like knowing what to expect. it depends on my mood.,1
I prefer quiet time alone. i organize my things carefully. i prefer sticking to my routines. my friend says this is normal.,0
I enjoy socializing with people. it depends on my mood.,1
I really enjoy talking about my interests. making friends feels challenging sometimes. it depends on my mood.,1
I like knowing what to expect. i really enjoy talking about my interests. i'm working on this.,1
I adapt well to new situations. five stage government type support action.,1
I adapt well to new situations. different textures don't bother me. it depends on my mood.,1
I'm okay with last-minute changes. eye contact feels natural. i've noticed this for a while.,0
Some clothing textures feel uncomfortable. i prefer sticking to my routines. bright lights can be painful.,0
Making friends feels challenging sometimes. i often struggle with eye contact. it depends on my mood.,1
People say i'm very literal. i organize my things carefully. bright lights can be painful. i'm working on this.,1
I like trying new restaurants. it depends on my mood.,0
I usually understand sarcasm. spend full friend add.,0
I'm flexible with my schedule. my colleague says this is normal.,0
Loud noises bother me. i'm workin' on this.,1
Some clothing textures feel uncomfortable. changes to my schedule upset me. my colleague says this is normal.,1
I sometimes miss social cues. i've noticed this for a while.,0
Group settings make me anxious. my colleague says this is normal.,1
I enjoy socializing with people.,0
Conversations can be confusing. loud noises bother me. making friends feels challenging sometimes.,1
Loud noises bother me. i often struggle with eye contact. i've noticed this for a while.,1
Meeting new people excites me. my colleague says this is normal.,1
Making friends feels challenging sometimes.,0
Different textures don't bother me. my family member says this is normal.,0
Meeting new people excites me. my friend says this is normal.,0
I prefer sticking to my routines. my friend says this is normal.,1
Some clothing textures feel uncomfortable. strong smells sometimes make me nauseous. my family member says this is normal.,1
I like trying new restaurants. i adapt well to new situations. natural world say investment whose development market.,1
I adapt well to new situations. different textures don't bother me.,0
Bright lights can be painful. my friend says this is normal.,1
I really enjoy talking about my interests. it depends on my mood.,1
I adapt well to new situations.,0
I usually understand sarcasm.,0
Group settings make me anxious. i organize my things carefully. certain sounds really irritate me.,1
I adapt well to new situations. i've noticed this for a while.,0
I like knowing what to expect. i don't always read facial expressions well. it depends on my mood.,1
Certain sounds really irritate me. certain sounds really irritate me. i don't always read facial expressions well. it depends on my mood.,1
I like trying new restaurants... eye contact feels natural... gas first increase media...,0
I often struggle with eye contact. loud noises bother me. i eat similar foods regularly. money language quite.,1
I sometimes miss social cues. i like knowing what to expect. book no care crime with value.,1
Eye contact feels natural. i've noticed this for a while.,0
Loud noises bother me. i eat similar foods regularly. i'm working on this.,1
Eye contact feels natural. it depends on my mood.,0
Group settings make me anxious. my friend says this is normal.,1
I really enjoy talking about my interests... i'm working on this...,0
Changes to my schedule upset me. i'm working on this.,0
Eye contact feels natural.,0
Concerts and parties are fun. i've noticed this for a while.,0
Meeting new people excites me. concerts and parties are fun. i've noticed this for a while.,0
Meeting new people excites me. eye contact feels natural. my friend says this is normal.,0
I sometimes miss social cues. i organize my things carefully. i've noticed this for a while.,1
I often struggle with eye contact.,0
I sumtimes miss social cues. changes to my schedule upset me. i like knowin' what to expect. it depends on my mood.,1
Certain sounds really irritate me. i prefer sticking to my routines. i prefer sticking to my routines.,1
People say i'm very literal. it depends on my mood.,1
I sometimes miss social cues. it depends on my mood.,0
Meeting new people excites me. i like trying new restaurants. it depends on my mood.,0
Concerts and parties are fun... my colleague says this is normal...,0
Group settings make me anxious. strong smells sometimes make me nauseous. people say i'm very literal. way bar property box itself strategy.,0
Different textures don't bother me. different textures don't bother me. it depends on my mood.,0
I eat similar foods regularly. loud noises bother me.,1
I adapt well to new situations. i've noticed this for a while.,0
I organize my things carefully. i don't always read facial expressions well.,1
I eat similar foods regularly. i don't always read facial expressions well. it depends on my mood.,0
I usually understand sarcasm. my family member says this is normal.,0
Some clothing textures feel uncomfortable. conversations can be confusing. group settings make me anxious. tough throughout water alone.,1
I don't always read facial expressions well... making friends feels challenging sometimes... some clothing textures feel uncomfortable...,1
Different textures don't bother me. i usually understand sarcasm. give by physical lot deep.,0
Meeting new people excites me. i'm flexible with my schedule. effort fine recent yeah.,0
Certain sounds really irritate me. people say i'm very literal. bright lights can be painful.,1
I enjoy socializing with people. mean adult push apply compare.,0
Different textures don't bother me. i'm okay with last-minute changes. it depends on my mood.,0
Different textures don't bother me. i usually understand sarcasm. i'm working on this.,0
I like trying new restaurants. i usually understand sarcasm. i've noticed this for a while.,0
Eye contact feels natural.,1
I sometimes don't get jokes right away. i've noticed this for a while.,0
Strong smells sometimes make me nauseous. i sometimes miss social cues. my family member says this is normal.,1
Concerts and parties are fun. try claim authority matter full.,0
People say i'm very literal... off business hand tax not apply...,1
Concerts and parties are fun. concerts and parties are fun. my colleague says this is normal.,0
Making friends feels challenging sometimes. i eat similar foods regularly. i'm working on this.,0
Concerts and parties are fun. eye contact feels natural.,0
I adapt well to new situations. it depends on my mood.,0
Meeting new people excites me. property measure watch full church method.,0
I often struggle with eye contact. certain sounds really irritate me. my friend says this is normal.,0
Concerts and parties are fun. it depends on my mood.,0
I prefer quiet time alone. i prefer sticking to my routines. i eat similar foods regularly. attack start amount sea ok.,1
Bright lights can be painful. changes to my schedule upset me. easy control artist him main.,1
I sometimes miss social cues. conversations can be confusing. it depends on my mood.,0
Loud noises bother me... i organize my things carefully...,1
Concerts and parties are fun. my friend says this is normal.,1
I like knowing what to expect. conversations can be confusing. some clothing textures feel uncomfortable. i've noticed this for a while.,0
Changes to my schedule upset me. group settings make me anxious. i prefer sticking to my routines. my friend says this is normal.,1
I like trying new restaurants. performance movie side draw hard guy will.,0
I organize my things carefully. certain sounds really irritate me. i really enjoy talking about my interests. my friend says this is normal.,1
Changes to my schedule upset me. i sometimes don't get jokes right away. it depends on my mood.,1
I sometimes don't get jokes right away. i often struggle with eye contact. i eat similar foods regularly. interest or case political happy owner.,1
Some clothing textures feel uncomfortable. conversations can be confusing. i've noticed this for a while.,0
I don't always read facial expressions well. guess memory majority feel throw trip forget.,1
Different textures don't bother me. it depends on my mood.,0
Bright lights can be painful. alone accept population war call big.,1
I prefer quiet time alone. changes to my schedule upset me. my friend says this is normal.,1
I sometimes don't get jokes right away. i'm working on this.,1
People say i'm very literal. i don't always read facial expressions well. i sometimes don't get jokes right away. my family member says this is normal.,0
I adapt well to new situations. it depends on my mood.,1
Certain sounds really irritate me... i'm working on this...,1
I like trying new restaurants. eye contact feels natural. my colleague says this is normal.,0
Meeting new people excites me. it expert because dinner work action door.,0
I usually understand sarcasm. meeting new people excites me. remember feeling participant specific.,0
Meeting new people excites me. eye contact feels natural. i've noticed this for a while.,0
Loud noises bother me. i sometimes miss social cues. i'm working on this.,1
I adapt well to new situations. it depends on my mood.,0
I like trying new restaurants. it depends on my mood.,0
I adapt well to new situations. concerts and parties are fun.,0
Eye contact feels natural. concerts and parties are fun. it depends on my mood.,0
I sometimes miss social cues. i don't always read facial expressions well. it depends on my mood.,1
I like trying new restaurants. happen owner so back heavy.,0
I like knowing what to expect. i sometimes miss social cues. bright lights can be painful. i've noticed this for a while.,1
I sometimes miss social cues. i don't always read facial expressions well. i prefer quiet time alone.,1
I usually understand sarcasm. i institution sometimes station around white born happy.,0
I usually understand sarcasm.,0
Some clothing textures feel uncomfortable. i like knowing what to expect. bright lights can be painful. it depends on my mood.,1
I'm flexible with my schedule. my colleague says this is normal.,1
I like knowin' what to expect.,1
I enjoy socializing with people. concerts and parties are fun. my friend says this is normal.,0
I'm okay with last-minute changes. i enjoy socializing with people. i'm working on this.,1
Making friends feels challenging sometimes. strong smells sometimes make me nauseous. girl black already through claim knowledge mother model.,1
People say i'm very literal. bright lights can be painful. my friend says this is normal.,0
Eye contact feels natural. career once class.,0
I prefer sticking to my routines. bright lights can be painful. i sometimes miss social cues.,1
I'm flexible with my schedule. i'm okay with last-minute changes.,0
I adapt well to new situations. visit ever or eight control.,0
I prefer quiet time alone. group settings make me anxious. i've noticed this for a while.,1
I'm flexible with my schedule. my friend says this is normal.,0
Eye contact feels natural. i'm working on this.,0
Loud noises bother me. i don't always read facial expressions well. my colleague says this is normal.,1
I organize my things carefully. i sometimes don't get jokes right away. i've noticed this for a while.,0
I prefer sticking to my routines. i don't always read facial expressions well. i prefer sticking to my routines. i'm working on this.,1
I adapt well to new situations. i like trying new restaurants. i'm working on this.,0
Eye contact feels natural. i'm okay with last-minute changes. it depends on my mood.,0
I prefer quiet time alone. changes to my schedule upset me. bright lights can be painful. i've noticed this for a while.,1
I like knowing what to expect... my family member says this is normal...,1
Bright lights can be painful. some clothing textures feel uncomfortable. changes to my schedule upset me. my friend says this is normal.,1
Loud noises bother me. process task south man president that treatment.,1
I like trying new restaurants. result member easy house.,0
Some clothing textures feel uncomfortable... my family member says this is normal...,1
I don't always read facial expressions well. it depends on my mood.,0
Different textures don't bother me. meeting new people excites me. single eight market picture.,0
I sometimes don't get jokes right away. loud noises bother me.,1
I eat similar foods regularly. strong smells sometimes make me nauseous. bright lights can be painful.,1
Eye contact feels natural. put national democrat best all.,0
I eat similar foods regularly. group settings make me anxious. loud noises bother me. i've noticed this for a while.,1
Bright lights can be painful. it depends on my mood.,1
I prefer sticking to my routines. i've noticed this for a while.,1
I prefer quiet time alone. certain sounds really irritate me. i've noticed this for a while.,1
I prefer sticking to my routines... my colleague says this is normal...,1
I eat similar foods regularly. conversations can be confusing. people say i'm very literal. i've noticed this for a while.,1
Some clothing textures feel uncomfortable. conversations can be confusing. i really enjoy talking about my interests. i'm working on this.,1
I usually understand sarcasm. concerts and parties are fun. pm travel exist want reach data.,0
I enjoy socializing with people. different textures don't bother me. win floor use discussion poor.,0
Concerts and parties are fun. i enjoy socializing with people. it depends on my mood.,0
Making friends feels challenging sometimes.,1
I organize my things carefully. my family member says this is normal.,1
Loud noises bother me. my family member says this is normal.,1
I often struggle with eye contact. people say i'm very literal. conversations can be confusing. it depends on my mood.,1
I enjoy socializing with people. i've noticed this for a while.,0
I like tryin' new restaurants. eye contact feels natural. my friend says this is normal.,0
Different textures don't bother me. it depends on my mood.,0
Strong smells sometimes make me nauseous. i really enjoy talking about my interests. i organize my things carefully. it depends on my mood.,1
I don't always read facial expressions well. it depends on my mood.,1
I sometimes miss social cues. i don't always read facial expressions well. relationship scientist soon clearly.,1
Making friends feels challenging sometimes. my colleague says this is normal.,1
I prefer sticking to my routines. i like knowing what to expect. i organize my things carefully. i'm working on this.,1
Meeting new people excites me. i adapt well to new situations. my colleague says this is normal.,0
I like trying new restaurants. i adapt well to new situations. it depends on my mood.,0
Concerts and parties are fun. i usually understand sarcasm. it depends on my mood.,0
Different textures don't bother me. i enjoy socializing with people. it depends on my mood.,0
Different textures don't bother me. different textures don't bother me.,0
Strong smells sometimes make me nauseous. i sometimes don't get jokes right away. my family member says this is normal.,1
Eye contact feels natural. i'm working on this.,0
Concerts and parties are fun. i adapt well to new situations. my friend says this is normal.,0
